id,ref_number,name,street,city,state,postalcode,phone,status,tags,created_date,service_lines,comments,tech_comments,scheduling_comments,billing_comments,company_afp_job_number_id
1290339143014273,4643866,"Design8 Studios","8446 Madison Street",Omaha,NE,68127,"(402) 571-1837",active,,11/29/2023,,,,,,
4139753,4139753,Det-Tronics,"6901 West 110th Street",Bloomington,MN,55438,"(952) 941-5665",active,,05/03/2021,,,,,,
4085176,4085176,"Diagonal Schools","403 W 2nd St",Diagonal,IA,50845,,active,,04/01/2021,,,,,,
1050867661665409,4643778,"Dial Aksarben","1330 South 70th Street",Omaha,NE,68106,,active,,06/13/2023,,,,,,
4241431,4241431,"Diamond Oil Field Supply","36 Coquille Road","Belle Chasse",LA,70037,504-393-9699,active,,06/23/2021,,,,,,
647515016657345,4643617,"Dick Co. Metal Fab","244 6th Rd",Dodge,NE,68633,402-719-6610,active,,09/01/2022,,,,,,
1457128,1457128,"Dimi Hollan LLC","3608 Twin Creek Drive",Bellevue,NE,68123,402-707-3105,active,,12/20/2017,,,,,,
892576876763713,4643717,"DistributionNOW (DNOW)","7402 North Eldridge Parkway",Houston,TX,77041,"(281) 823-4700",active,,02/21/2023,,,,,,
3799454,3799454,Diventures,"4303 South 121st Plaza",Omaha,NE,68137,"(402) 933-6251",active,,01/19/2021,,,,,,
3478889,3478889,"Divine Shepherd Lutheran Church","15005 Q Street",Omaha,NE,68137,"(402) 895-1500",active,,10/15/2020,,,,,,
1110981,1110981,"Divine Truth Christian Store","6905 South 84th Street","La Vista",NE,68128,"(402) 592-4866",active,,10/20/2016,,,,,,
1417753675905281,4643894,"DNB Electrical Contracting","4427 South 139th Street",Omaha,NE,68137,"(402) 933-3322",active,,02/27/2024,,,,,,
1110983,1110983,"Dodge County Headstart","PO Box 244",Fremont,NE,68026,402-721-9022,active,,10/20/2016,,,,,,
1111348,1111348,"Dohrn Transfer Company","4100 South 76th Circle",Omaha,NE,68127,"(402) 934-6253",active,,10/20/2016,,,,,,
1828499640851201,4644012,"Dolomiti | Pizzeria & Enoteca","1105 North 13th Street",Omaha,NE,68102,"(531) 375-5111",active,,12/13/2024,,,,,,
1092096174862145,4643796,"Dominion Energy",Berkeley,"Berkeley County",SC,,,active,,07/12/2023,,,,,,
1607344661593729,4643942,"Dominion Energy",123,"Fairfield County",SC,23005,,active,,07/10/2024,,,,,,
2309678440007233,4644171,Dostofarm,"2240 Rademakers Way",Fremont,NE,68025,,active,,11/18/2025,,,,,,
1111047,1111047,"Douglas-Sarpy Investments","PO Box 540982",Omaha,NE,68154,402-740-1940,active,,10/20/2016,,,,,,
1110985,1110985,"Downs Electric","1808 Madison St",Omaha,NE,68107,402-733-3080,active,,10/20/2016,,,,,,
3624076,3624076,"Dr Anderson Constructors Co","7735 Irvington Road",Omaha,NE,68122,"(402) 572-7350",active,,12/03/2020,,,,,,
2105504668791745,4644107,"Drake Williams Steel IT Room","1602 North 11th Street",Omaha,NE,68110,"(402) 342-1043",active,,06/27/2025,,,,,,
2122177,2122177,"Dream Auto","5705 South 60th Street",Omaha,NE,68117,402-769-9908,active,,05/16/2019,,,,,,
3350334,3350334,"Drive Fast USA","4880 South 96th Street",Omaha,NE,68127,"(402) 504-4952",active,,08/07/2020,,,,,,
1003091826784001,4643765,DTN,"9110 West Dodge Road",Omaha,NE,68114,,active,,05/10/2023,,,,,,
1666921110545025,4643966,Duchesne,"3601 Burt Street",Omaha,NE,68131,"(402) 558-3800",active,,08/21/2024,,,,,,
2289886838966977,4644165,"Duke River Bend",1,"Mount Holly",NC,,,active,,11/04/2025,,,,,,
971626615694145,4643749,Dultmeier,"13808 Industrial Road",Omaha,NE,68137,"(402) 333-1444",active,,04/18/2023,,,,,,
1724949235279169,4643983,"Duncan Theis Construction, Inc","1740 West Highway 40 ",Kearney,NE,68845,"(308) 234-6285",active,,10/01/2024,,,,,,
3718753,3718753,"Dundee Barber","103 North 50th Street",Omaha,NE,68132,"(402) 553-9707",active,,12/16/2020,,,,,,
1110987,1110987,Dusters,"2804 13th St",Columbus,NE,68601,402-564-8338,active,,10/20/2016,,,,,,
3800116,3800116,"Dyna-Tech Aviation Services","5935 South 132nd Street",Omaha,NE,68137,,active,,01/20/2021,,,,,,
618126791762689,4643610,"Eagle Eye, LLC","5540 Tech Center Drive","Colorado Springs",CO,80919,540-908-8096,active,,08/11/2022,,,,,,
1110988,1110988,"Eagles Club #154","6607 Sunshie Dr",Omaha,NE,68107,402-731-4894,active,,10/20/2016,,,,,,
1111349,1111349,"Eastern Hills Baptist","16996 State Orchard Rd","Council Bluffs",IA,51503,712-322-8675,active,,10/20/2016,,,,,,
3762313,3762313,"Eastern Power Technologies, Inc","215 Pelham Davis Circle",Greenville,SC,29615,"(864) 331-0005",active,,01/06/2021,,,,,,
687091941908929,4643636,"Eastridge Presbyterian Church","1135 Eastridge Drive",Lincoln,NE,68510,"(402) 488-7844",active,,09/29/2022,,,,,,
1761006,1761006,"EATON Corporation","P.O. Box 818022",Cleveland,OH,44181-8022,641-444-5223,active,,07/12/2018,,,,,,
4364648,4364648,"Eaton Pedersen Power Co","3900 Dahlman Avenue",Omaha,NE,68107,"(402) 734-3900",active,,08/03/2021,,,,,,
1110990,1110990,"Echo Electric 2030 2nd Ave","2030 2nd Ave","Coucil Bluffs",IA,51501,402-630-2631,active,,10/20/2016,,,,,,
1110989,1110989,"Echo Electric Supply","4325 Gifford Road","Council Bluffs",IA,51501,"(712) 322-0291",active,,10/20/2016,,,,,,
1442826,1442826,"Echo Electric Supply","4325 Gifford Road","Council Bluffs",IA,51501,"(712) 322-0291",active,,11/29/2017,,,,,,
4941410,4643467,"Echo Electric Supply","14326 C Circle",Omaha,NE,68144,"(402) 330-9995",active,,02/11/2022,,,,,,
875543561589185,4643712,"Echo Group","1200 Cunningham Drive","Sioux City",IA,51106,712-252-3251,active,,02/09/2023,,,,,,
1110991,1110991,"Echo Lighting & Design 4315","4315 S 120th St",Omaha,NE,68137,402-334-4900,active,AP-Email,10/20/2016,,,,,,
1110992,1110992,"Echo Lighting & Design 4501","4501 S 119th St",Omaha,NE,68137,402-990-3838,active,,10/20/2016,,,,,,
1111350,1111350,"Echo Lighting & Design CBS35","29 S 35th St","Council Bluffs",IA,51501,712-322-0291,active,,10/20/2016,,,,,,
2142403518971393,4644121,"Econ Air","4611 South 96th Street Ste 281",Omaha,NE,68127,402-817-1779,active,,07/23/2025,,,,,,
2013614379731393,4644072,EconAir,"4611 South 96th Street",Omaha,NE,68127,,active,,04/23/2025,,,,,,
3481707,3481707,"Econo Lodge Inn & Suites","1614 Antique City Drive",Walnut,IA,51577,"(712) 784-2233",active,,10/20/2020,,,,,,
1110993,1110993,"Econo Lodge LeMars","1210 Hawkeye Ave",LeMars,IA,51031,712-546-8800,active,,10/20/2016,,,,,,
1110994,1110994,"Econo Lodge S145","9595 S 145th St",Omaha,NE,68138,402-896-6300,inactive,,10/20/2016,,"[2019-Mar-18 12:41:32 Shelly Philbin] Under new  ownership, using a different company",,,,
1110995,1110995,"Econo Lodge Sioux Center","86th 9th St Cir NE","Sioux Center",IA,51250,712-722-3500,active,,10/20/2016,,,,,,
1110996,1110996,"Ed's Rexall","2701 S 10th St",Omaha,NE,68108,402-342-1731,active,,10/20/2016,,,,,,
1830822,1830822,"Edge Physical Therapy","11336 South 96th Street",Papillion,NE,68046,"(402) 315-3603",active,,09/20/2018,,,,,,
1110997,1110997,"Education Service Unit #3","6949 S 110th Ave",Omaha,NE,68128,402-597-4848,active,,10/20/2016,,,,,,
1669120,1669120,"Edward Jones - Financial Advisor: Valerie Schieffer","1410 East Gold Coast Road",Papillion,NE,68046," (402) 339-1627",active,,04/16/2018,,,,,,
1110998,1110998,"Edward Jones Burke","16909 Burke St",Omaha,NE,68118,402-289-0889,active,,10/20/2016,,,,,,
1111351,1111351,"Edward Jones Pap","146 N Washington",Papillion,NE,68046,402-339-0087,active,,10/20/2016,,,,,,
893886642762433,4643718,"Edwards Auto Group","927 32nd Avenue","Council Bluffs",IA,51501,"(712) 796-1999",active,,02/22/2023,,,,,,
835932623916673,4643689,"Edwards Automotive","3400 South Expressway Street","Council Bluffs",IA,51501,"(877) 623-2166",active,,01/12/2023,,,,,,
2556824,2556824,"Egermier Builders Inc","7575 Saddle Drive",Papillion,NE,68046,"(402) 306-0227",active,,10/23/2019,,,,,,
1390269,1390269,"El 7 Mares","5447 South 24th Street",Omaha,NE,68107,712-326-4736,active,,09/13/2017,,,,,,
1953128,1953128,"El Caribe Grocery Store","7711 L Street",Ralston,NE,68127,"(402) 592-2480",active,,01/04/2019,,,,,,
1743167021087489,4643988,"El Chaparro","900 South 13th Street",Lincoln,NE,68508,"(402) 435-7112",active,,10/14/2024,,,,,,
1723681527514305,4643979,"El Paso North Industrial Supply, Inc.","6000 Welch Avenue, Suite 13","El Paso",TX,79905,915-603-4565,active,,09/30/2024,,,,,,
686003272456641,4643631,"El Potrero","247 North 8th Street",Lincoln,NE,68508,"(402) 477-4551",active,,09/28/2022,,,,,,
1111000,1111000,"El Rancho","2030 Martha St",Omaha,NE,68108,402-346-3300,active,,10/20/2016,,,,,,
1920451,1920451,"El Rinconcito","2308 N Street",Omaha,NE,68107,"(402) 991-5452",active,,11/26/2018,,,,,,
1111001,1111001,"Election Systems & Software","11128 John Galt Blvd",Omaha,NE,68137,402-970-1202,active,,10/20/2016,,,,,,
1448197,1448197,"Electric Company of Omaha","2132 South 156th Circle",Omaha,NE,68130,"(402) 346-1881",active,,12/06/2017,,,,,,
1669416,1669416,"Electric Company of Omaha","2132 South 156th Circle",Omaha,NE,68130,"(402) 346-1881",active,,04/17/2018,,,,,,
1110872,1110872,"Electric Engineering & Equipment Co","953 73rd St","Windsor Heights",IA,50312,515-273-0100,active,,10/20/2016,,,,"[2022-Apr-13 14:19:47 Trish Suponchick] Inspection based on a 1.5 hr travel and 1.5 hr inspection. ts",,
1111002,1111002,"Electrical Systems","14928 A Cir",Omaha,NE,68144,402-334-8701,active,,10/20/2016,,,,,,
4576339,4576339,"Electronic Systems Inc.","245 West 2nd Street",Hastings,NE,68901,"(402) 463-0200",active,,10/12/2021,,,,,,
528888122473921,4643572,"Elevate Electric","18695 Pony Express Drive",Parker,CO,80134,,active,,06/09/2022,,,,,,
1789944,1789944,"Elijah Yaksich","715 Grant St",Blair,NE,68008,,active,,08/17/2018,,,,,,
3323172,3323172,"Elisabeth Lee","4916 Cass Street",Omaha,NE,68132,402-750-3298,active,,07/20/2020,,,"[2020-Dec-07 14:44:43 Jessie Regier] CUSTOMER OWES MONEY $160.50 - NO INSPECTIONS OR SERVICE CALLS UNTIL CLEAR - 12/7/2020","[2020-Dec-07 14:44:43 Jessie Regier] CUSTOMER OWES MONEY $160.50 - NO INSPECTIONS OR SERVICE CALLS UNTIL CLEAR - 12/7/2020",,
2091364081347649,4644096,"Elite Electric","1831 South Eisenhower Court",Wichita,KS,67209," (316) 258-2166",active,,06/17/2025,,,,,,
1773164,1773164,"Elite Octane","60502 Glacier Rd",Atlantic,IA,50022,"(712) 254-9850",active,,08/02/2018,,,,,,
1842605,1842605,"Elite Octane","60502 Glacier Road",Atlantic,IA,50022,"(712) 254-9850",active,,09/27/2018,,,,,,
1111003,1111003,"Elkhorn Hill United Methodist Chuch","20227 Veterans Dr",Elkhorn,NE,68022,402-289-4764,active,,10/20/2016,,,,,,
2050874,2050874,"Elkhorn Hills United Methodist Chuch","20227 Veterans Dr",Elkhorn,NE,68022,,active,,04/02/2019,,,,,,
1219303136469889,4643846,"Elkhorn Mixed Use Building","2625 N. Main Street",Elkhorn,NE,68022,,active,,10/10/2023,,,,,,
4919270,4643463,"Elkhorn Public Schools","400 South 210th Street",Omaha,NE,68022,"(402) 289-3433",active,,02/02/2022,,,,,,
5046649,4643487,"Elm Creek Public School","230 East Calkins Avenue","Elm Creek",NE,68836,"(308) 856-4300",active,,03/21/2022,,,,,,
1237787348996609,4643854,"Elmwood Rural Fire District","PO BOX 3",Elmwood,NE,68349,"(402) 994-2555",active,,10/23/2023,,,,,,
3451586,3451586,"Elmwood-Murdock Public Schools","300 Wyoming Street",Murdock,NE,68407,,active,,10/01/2020,,,,,,
1111004,1111004,"Embassy Rehab","206 Port Neal Rd","Sergeant Bluff",IA,51054,712-943-3837,active,,10/20/2016,,,,,,
4962744,4643476,"Embassy Suites by Hilton Lincoln","1040 P Street",Lincoln,NE,68508,"(402) 474-1111",active,,02/18/2022,,,,,,
4962701,4643474,"Embassy Suites by Hilton Omaha Downtown Old Market","555 South 10th Street",Omaha,NE,68102,"(402) 346-9000",active,,02/18/2022,,,,,,
4962672,4643473,"Embassy Suites by Hilton Omaha La Vista Hotel & Conference Center","12520 Westport Parkway","La Vista",NE,68128,"(402) 331-7400",active,,02/18/2022,,,,,,
871328476470209,4643710,"Emerson-Hubbard Public Schools","109 W. 3rd",Emerson,NE,68733,,active,,02/06/2023,,,,,,
528758144978689,4643571,"EMI Groupe","23 Rue Henri Barbusse",Argenteuil,NU,95100,,active,,06/09/2022,,,,,,
4868944,4643455,"Empire Fence - Netting - USS Fabrication","14650 Woodstock Boulevard",Waverly,NE,68462,"(402) 682-7658",active,,01/14/2022,,,,,,
1111005,1111005,"EMS Inc","12111 Emmett St",Omaha,NE,68164,402-496-2223,active,,10/20/2016,,,,,,
1262089152894273,4643860,"Enel North America","119 North Robinson Avenue #250","Oklahoma City",OK,73102,"(978) 539-7210",active,,11/09/2023,,,,,,
534452360478273,4643575,"Energy Center Smyma LLC","217 Artisan Drive",Smyrna,DE,19977,3026590200,active,,06/13/2022,,,,,,
3923803,3923803,"energy toolbase",Headquarters,Stuart,FL,34994,,active,,02/10/2021,,,,,,
3499273,3499273,"Engineering Technologies Inc.","1111 North 13th Street",Omaha,NE,68102,"(402) 330-2772",active,,11/06/2020,,,,,,
4625901,4625901,"ENMAX Corporation","141 50 Avenue Southeast",Calgary,AB,"T2G 4S7","(403) 310-2010",active,,11/04/2021,,,,,,
3808296,3808296,"EnQuest Energy Solutions","4554 Kennedy Commerce Drive",Houston,TX,77032,"(823) 844-2211",active,,01/26/2021,,,,,,
1421320,1421320,"EO Real Estate","17330 West Center Road",Omaha,NE,68130,712-369-3575,inactive,,10/26/2017,,"[2022-Feb-24 14:54:58 Shelly Philbin] Scott St Apts - under new ownership",,,,
579533008844353,4643595,"Epsen Hillmer Graphics Co","13748 F Street",Omaha,NE,68137,"(402) 342-7000",active,,07/15/2022,,,,,,
3478294,3478294,"Equipment Removal Services","1057 Southwest 3rd Street",Minco,OK,73059,405-892-9545,active,,10/15/2020,,,,,,
4678753,4643440,"Eriksen Construction Inc.","2546 South Highway 30",Blair,NE,68008,"(402) 426-3119",active,,11/23/2021,,,,,,
1448694264162689,4643900,"ESI Loess Hills RNG","15820 Barclay Drive",Sisters,OR,97759,,active,,03/20/2024,,,,,,
4123600,4123600,"Essex Communities","11606 Nicholas Street",Omaha,NE,68154,"(402) 431-0500",active,,04/26/2021,,,,,,
3381374,3381374,"Estimation Department",00000,"  Omaha",NE,68127,,active,,08/26/2020,,,,,,
2184815610512001,4644141,Everon,"4221 West John Carpenter Freeway",Irving,TX,75063,"(972) 755-3333",active,,08/22/2025,,,,,,
1403436,1403436,"Evonik Degussa Corporation","650 Industrial Park Drive",Blair,NE,68008,"(402) 533-1500",active,,10/05/2017,,,,,,
1685881,1685881,"Evonik Jayhawk Fine Chemicals Corporation","8545 Southeast Jayhawk Drive",Galena,KS,66739,620-783-3180,active,,05/08/2018,,,,,,
1111007,1111007,"Exchange Bank Gibbon","PO Box 760",Gibbon,NE,68840,308-468-5741,active,,10/20/2016,,,,,,
1111044,1111044,"Exelon Corporation","PO Box 17456",Baltimore,MD,21297,814-498-0023,active,,10/20/2016,,,,,,
1935651,1935651,"Exelon Power","PO Box 17456",Baltimore,MD,21297,,active,,12/06/2018,,,,,,
3623379,3623379,"Eximport International Sales","8361 Northwest 74th Street",Miami,FL,33166,"(305) 715-0344",active,,12/02/2020,,,,,,
2140434134495617,4644119,"EXPRESS SOLUTIONS COM. E SERV. DE TRANSP. LTDA - ME","Vila Carolina 07 - Centro","Macaé - RJ",NE,"CEP: 27913-200","+55 22 2772-1172",active,,07/22/2025,,,,,,
2140435349868353,4644120,"EXPRESS SOLUTIONS COM. E SERV. DE TRANSP. LTDA - ME","Vila Carolina 07 - Centro","Macaé - RJ",NE,"CEP: 27913-200","+55 22 2772-1172",active,,07/22/2025,,,,,,
1566157734012289,4643933,Eyesmiles,"16161 Cass Street",Omaha,NE,68114,,active,,06/11/2024,,,,,,
1111008,1111008,"F&M Bank","2024 Dakota Ave","South Sioux City",NE,68776,402-494-4215,active,,10/20/2016,,,,,,
2122797376798017,4644112,"F.E. Moran Fire Protection","2265 Carlson Drive",Northbrook,IL,60062,"(563) 334-3338",active,,07/09/2025,,,,,,
1596199760880961,4643937,"F.E. Moran Fire Protection North","2165 Shermer Road",Northbrook,IL,60062,"(847) 498-4870",active,,07/02/2024,,,,,,
1511406856487489,4643916,"F.E. Moran Special Hazard Systems","2265 Carlson Drive",Northbrook,IL,60062,"(847) 498-4800",active,,05/03/2024,,,,,,
2364998,2364998,"Facilities Top Management Group","406 S 12th St",Omaha,NE,68102,402-594-8917,active,,08/27/2019,,,,,,
1952654,1952654,"Facility Services Management Inc","1031 Progress Drive",Clarksville,TN,37040,"(931) 552-7044",active,,01/03/2019,,,,,,
2730943,2730943,"Fairfield by Marriott Omaha Northwest","7101 North 102nd Circle",Omaha,NE,68122,"(402) 999-8089",active,,01/24/2020,,,,,,
2040412,2040412,"Fairfield Inn & Suites","465 Olson Drive",Papillion,NE,68046,"(402) 932-2700",active,,03/20/2019,,,,,,
4623550,4623550,"Fairfield Inn & Suites by Marriott Omaha West","17240 Wright Street",Omaha,NE,68130,"(402) 504-9444",active,,11/03/2021,,,,,,
2016517448473921,4644073,"Fairfield Inn and Suites","290 Saint Andrews Way","Sioux Center",IA,51250,,active,,04/25/2025,,,,,,
2016518518648513,4644074,"Fairfield Inn and Suites","290 Saint Andrews Way","Sioux Center",IA,51250,,active,,04/25/2025,,,,,,
3365478,3365478,"Fairway Apartments","10024 T Plaza",Omaha,NE,68127,4025923993,active,,08/18/2020,,,,,,
1777238318946241,4643998,"Faith Presbyterian Church","8100 Giles Road","La Vista",NE,68128,"(402) 331-6944",active,,11/07/2024,,,,,,
3771932,3771932,"Faithful Shepherd","2530 South 165th Avenue",Omaha,NE,68130,"(402) 330-2683",active,,01/11/2021,,,,,,
3863685,3863685,"FaithWestwood UMC","4814 Oaks Lane",Omaha,NE,68137,"(402) 895-3394",active,,02/02/2021,,,,,,
1111352,1111352,"Family Foot Care","1401 Gold Coast Rd",Papillion,NE,68046,402-392-2222,active,,10/20/2016,,,,,,
1280482232143105,4643863,"Family Group Services",00000,Waynesville,MO,65583,,active,,11/22/2023,,,,,,
1280482816166657,4643864,"Family Group Services",00000,Waynesville,MO,65583,,active,,11/22/2023,,,,,,
1111010,1111010,"Farm Credit S118","5015 S 118th St",Omaha,NE,68137,402-348-3402,active,,10/20/2016,,,,,,
684633935438529,4643628,"Fat Pat's Pizza & Subs","311 North Cotner Boulevard",Lincoln,NE,68505,"(402) 467-4471",active,,09/27/2022,,,,,,
1111353,1111353,Fazoli's,"2434 S 132nd St",Omaha,NE,68144,402-330-9236,active,,10/20/2016,,,,,,
2129872441073409,4644116,"FE Moran","98 San Jacinto Boulevard",Austin,TX,78701,,active,,07/14/2025,,,,,,
1795787103238337,4644005,"Federal Deposit Insurance Corporation","450 Regency Parkway Ste. 410",Omaha,NE,68114,,active,,11/20/2024,,,,,,
1795787932236033,4644006,"Federal Deposit Insurance Corporation","450 Regency Parkway Ste. 410",Omaha,NE,68114,,active,,11/20/2024,,,,,,
4125830,4125830,"Federated Church UCC-PCUSA","2704 15th Street",Columbus,NE,68601,"(402) 564-2812",active,,04/28/2021,,,,,,
1824572,1824572,"Fill R Up","14151 Wabash Avenue","Council Bluffs",IA,51503,"(712) 366-5046",active,,09/18/2018,,,,,,
3446802,3446802,"Fire Guard","4404 South 76th Circle",Omaha,NE,68127,"(402) 592-1999",active,,09/24/2020,,,,,,
4779393,4643446,"Fire Protection Services, LLC","6123 Holmes Street",Omaha,NE,68117,"(402) 505-6115",active,,12/14/2021,,,,,,
1672180,1672180,"Fire Suppression Systems","2171 Industrial Drive",Bozeman,MT,59715,"(406) 586-9510",active,,04/20/2018,,,,,,
3446792,3446792,"FireGuard Inc.","4404 South 76th Circle",Omaha,NE,68127,"(402) 592-1999",active,,09/24/2020,,,,,,
5080078,4643506,"FireGuard Inc.","4404 South 76th Circle",Omaha,NE,68127,"(402) 592-1999",active,,04/04/2022,,,,,,
3257456,3257456,"Fireline Sprinkler Corporation","5036 Clairemont Drive",Appleton,WI,54913,"(920) 757-9590",active,,06/26/2020,,,,,,
1111012,1111012,"First Assembly of God","3320 Harry Langdon","Council Bluffs",IA,51503,712-323-7721,active,,10/20/2016,,,,,,
5080266,4643507,"First Baptist Church","16220 U.S. 75",Plattsmouth,NE,68048,"(402) 296-9284",active,,04/04/2022,,,,,,
3783795,3783795,"First Call Properties","219 South 167th Street",Omaha,NE,68118,4023301907,active,,01/13/2021,,,,,,
3750177,3750177,"First Central Congregational","421 South 36th Street",Omaha,NE,68131,"(402) 345-1533",active,,12/31/2020,,,,,,
3176520,3176520,"First Christian Church","817 J Street",Burwell,NE,68823,,active,,05/15/2020,,,,,,
5057668,4643492,"First Christian Church","20794 Iowa 92","Council Bluffs",IA,51503,"(712) 328-2606",active,,03/23/2022,,,,,,
4117944,4117944,"First Congregational Church","204 North Elm","Weeping Water",NE,68463,,active,,04/21/2021,,,,,,
1111039,1111039,"First Interstate Bank","PO Box 4070",Omaha,NE,68104,402-952-6000,inactive,,10/20/2016,,,,,,
1111015,1111015,"First Lutheran Church","420 North Washington Street",Papillion,NE,68046,"(402) 339-3668",active,,10/20/2016,,,,,,
4083101,4083101,"First Lutheran Church","3200 East Military Avenue",Fremont,NE,68025,"(402) 721-2959",active,,03/30/2021,,,,,,
1111014,1111014,"First Lutheran Church Omaha","542 S 31st St",Omaha,NE,68105,402-345-7506,active,,10/20/2016,,,,,,
1110870,1110870,"First Management Group","1941 S 42nd St",Omaha,NE,68132,402-516-8961,active,,10/20/2016,,,,,,
1111354,1111354,"First Mortgage Company","4604 S 25th St",Omaha,NE,68107,402-731-8600,active,,10/20/2016,,,,,,
686024230205953,4643632,"First Plymouth Congregational Church","2000 D Street",Lincoln,NE,68502,"(402) 476-7565",active,,09/28/2022,,,,,,
686032187365953,4643633,"First Plymouth Congregational Church","2000 D Street",Lincoln,NE,68502,4024767565,active,,09/28/2022,,,,,,
1111016,1111016,"First Presbyterian - Bellevue","1220 Bellevue Blvd",Bellevue,NE,68005,402-291-1104,active,,10/20/2016,,,,,,
1111017,1111017,"First Presbyterian - Missouri Valley","210 N 4th St","Missouri Valley",IA,51555,712-642-2538,active,,10/20/2016,,,,,,
4214653,4214653,"First Presbyterian Church","216 South 34th Street",Omaha,NE,68131,"(402) 345-5383",active,,06/08/2021,,,,,,
684603827851713,4643627,"First Presbyterian Church","840 South 17th Street",Lincoln,NE,68508,,active,,09/27/2022,,,,,,
1111018,1111018,"First State Bank 119","11902 Pierce Plz",Omaha,NE,68144,402-697-5599,active,,10/20/2016,,,,,,
1111019,1111019,"First United Methodist","815 N Broad St",Fremont,NE,68025,402-721-0817,active,,10/20/2016,,,,,,
3892448,3892448,"First United Methodist Church","1656 Colfax Street",Blair,NE,68008,"(402) 426-2165",active,,02/08/2021,,,,,,
1111013,1111013,"Fiserv Inc ","7305 Pacific St",Omaha,NE,68114,402-777-3796,active,,10/20/2016,,,,,,
2572459,2572459,"Fisher House","42nd & Woolworth",Omaha,NE,68105,,active,,11/05/2019,,,,,,
1111020,1111020,"Fleet Mark Solutions","207 N Jackson St",Papillion,NE,68046,402-715-4487,active,,10/20/2016,,,,,,
1010205586950593,4643767,"Flex Shell Buildings","602 North 210th Street",Omaha,NE,68022,,active,,05/15/2023,,,,,,
5068303,4643495,"FLEXcon Columbus, Nebraska","2021 23rd Street East",Columbus,NE,68601,"(402) 562-6131",active,,03/25/2022,,,,,,
5071951,4643497,"Food Bank for the Heartland","10525 J Street",Omaha,NE,68127,"(402) 331-1213",active,,03/29/2022,,,,,,
2129592750998529,4644113,"Foreman Lumber","3920 23rd Street",Columbus,NE,68601,"(402) 564-2775",active,,07/14/2025,,,,,,
1111355,1111355,"Forest Lawn Cemetary","7909 Mormon Bridge Rd",Omaha,NE,68152,402-451-1000,active,,10/20/2016,,,,,,
1425843,1425843,"Forgot Store Bar","11909 Calhoun Road",Omaha,NE,68152,"(402) 451-0291",active,,11/10/2017,,,,,,
1727696962032641,4643984,"Fort Calhoun Presbyterian Church","123 North 13th Street","Fort Calhoun",NE,68023,"(402) 468-5683",active,,10/03/2024,,,,,,
4557150,4557150,"Fountain Springs Apartments","1034 E 29th Street",Fremont,NE,68025,"(402) 704-2121",active,,10/04/2021,,,,,,
1111022,1111022,"Fred Leroy Health & Wellness","2602 J St",Omaha,NE,68107,402-734-5275,active,,10/20/2016,,,,,,
2221116,2221116,"Fremont Department of Utilities","3000 East 1st Street",Fremont,NE,68025,"(402) 727-2613",active,,06/28/2019,,,,,,
831759316670145,4643685,"Fremont Utilities Department","400 East Military Avenue",Fremont,NE,68025,"(402) 727-2600",active,,01/09/2023,,,,,,
708384458994113,4643646,"Fres-co System USA Inc","2026 Fernwood Avenue","Red Oak",IA,51566,"(712) 623-8100",active,,10/14/2022,,,,,,
1111023,1111023,Frito-Lay,"11511 Cary St",LaVista,NE,68138,402-850-0134,active,,10/20/2016,,,,,,
4675631,4643438,"FSJM, Inc.","Black Canyon Freeway",Phoenix,AZ,85017,,active,,11/19/2021,,,,,,
1111356,1111356,"Full Circle Therapy","803 3rd Ave","Council Bluffs",IA,51501,712-352-0917,active,,10/20/2016,,,,,,
2042041686558913,4644080,"Fun-Plex ","7003 Q Street",Ralston,NE,68117,,active,,05/13/2025,,,,,,
1111024,1111024,"Future Foam","400 N 10th St","Council Bluffs",IA,51503,712-323-6718,inactive,,10/20/2016,,,"[2024-Jul-05 10:50:40 Jessie Regier] No response from customer since 10/2022","[2024-Jul-05 10:50:40 Jessie Regier] No response from customer since 10/2022",,
1111025,1111025,"Future Foam - N","1610 Ave N","Council Bluffs",IA,51501,712-323-9122,active,,10/20/2016,,,,,,
1055281783544769,4643785,"G2 Energy Ventures Sdn Bhd","Lot 18553-3 (Lot C) Kawasan Indsurtri","Jakar 3, 24000 Cukai Terengganu, Malaysia",NE,24000,6098685300,active,,06/16/2023,,,,,,
1060965508712001,4643787,"Gallery 92 West","92 West 6th Street",Fremont,NE,68025,,active,,06/20/2023,,,,,,
1111026,1111026,"Games People Play","PO Box 27754",Omaha,NE,68127,402-592-3324,active,,10/20/2016,,,,,,
1304819,1304819,"Garfield County","83508 473rd Ave",Burwell,NE,68823,308-346-4695,active,,06/12/2017,,,,,,
3373500,3373500,"Gateway Auto - Service Center","10939 Harrison Street","La Vista",NE,68128,"(402) 932-0500",active,,08/21/2020,,,,,,
447981730550273,4643513,"Gaz Engineering Supply & Trading","No 28 Jalan Indah 5","Kuala Lumpur",NU,56100,"03-9281 7406",active,,04/13/2022,,,,,,
1111027,1111027,"GBW Railcar Service","One Centerpointe Dr","Lake Oswego",OR,97035,402-731-5660,active,,10/20/2016,,,,,,
3484864,3484864,"GCC Trident Plant","4070 Trident Road","Three Forks",MT,59752,"(406) 285-3241",active,,10/23/2020,,,,,,
2308111880304705,4644170,"GE Vernova - Fairfield TX","1366 Farm to Market Road 488",Fairfield,TX,75840,,active,,11/17/2025,,,,,,
